CATEGORY,WORD1,WORD2,WORD3,TARGET
semantic-currency,سوم,ازبکستان,سامانی,تاجیکستان
semantic-currency,سوم,ازبکستان,بات,تایلند
semantic-currency,سوم,ازبکستان,منات,ترکمنستان
semantic-currency,سوم,ازبکستان,لیره,ترکیه
semantic-currency,سوم,ازبکستان,دینار,تونس
semantic-currency,سوم,ازبکستان,منات,آذربایجان
semantic-currency,سوم,ازبکستان,یورو,ایرلند
semantic-currency,سوم,ازبکستان,یوان,چین
semantic-currency,سوم,ازبکستان,روبل,روسیه
semantic-currency,سوم,ازبکستان,کرون,دانمارک
semantic-currency,سوم,ازبکستان,لئو,رومانی
semantic-currency,سوم,ازبکستان,ین,ژاپن
semantic-currency,سوم,ازبکستان,دلار,سنگاپور
semantic-currency,سوم,ازبکستان,فرانک,سوئیس
semantic-currency,سوم,ازبکستان,کرون,سوئد
semantic-currency,سوم,ازبکستان,فرانک,سنگال
semantic-currency,سوم,ازبکستان,لیره,سوریه
semantic-currency,سوم,ازبکستان,شیلینگ,سومالی
semantic-currency,سوم,ازبکستان,پزو,شیلی
semantic-currency,سوم,ازبکستان,دینار,صربستان
semantic-currency,سوم,ازبکستان,دینار,عراق
semantic-currency,سوم,ازبکستان,ریال,عربستان
semantic-currency,سوم,ازبکستان,ریال,عمان
semantic-currency,سوم,ازبکستان,سدی,غنا
semantic-currency,سوم,ازبکستان,یورو,فرانسه
semantic-currency,سوم,ازبکستان,یورو,فنلاند
semantic-currency,سوم,ازبکستان,پزو,فیلیپین
semantic-currency,سوم,ازبکستان,یورو,قبرس
semantic-currency,سوم,ازبکستان,سوم,قرقیزستان
semantic-currency,سوم,ازبکستان,تنگه,قزاقستان
semantic-currency,سوم,ازبکستان,ریال,قطر
semantic-currency,سوم,ازبکستان,دلار,کانادا
semantic-currency,سوم,ازبکستان,وون,کره‌جنوبی
semantic-currency,سوم,ازبکستان,وون,کره‌شمالی
semantic-currency,سوم,ازبکستان,کونا,کرواسی
semantic-currency,سوم,ازبکستان,پزو,کلمبیا
semantic-currency,سوم,ازبکستان,شیلینگ,کنیا
semantic-currency,سوم,ازبکستان,پزو,کوبا
semantic-currency,سوم,ازبکستان,دینار,کویت
semantic-currency,سوم,ازبکستان,لاری,گرجستان
semantic-currency,سوم,ازبکستان,لیره,لبنان
semantic-currency,سوم,ازبکستان,زلوتی,لهستان
semantic-currency,سوم,ازبکستان,دینار,لیبی
semantic-currency,سوم,ازبکستان,رینگیت,مالزی
semantic-currency,سوم,ازبکستان,درهم,مراکش
semantic-currency,سوم,ازبکستان,پوند,مصر
semantic-currency,سوم,ازبکستان,پزو,مکزیک
semantic-currency,سوم,ازبکستان,روپیه,هند
semantic-currency,سوم,ازبکستان,دونگ,ویتنام
semantic-currency,سوم,ازبکستان,یورو,هلند
semantic-currency,سوم,ازبکستان,ریال,یمن
semantic-currency,سوم,ازبکستان,یورو,یونان
semantic-currency,یورو,اسپانیا,ریال,ایران
semantic-currency,یورو,اسپانیا,دلار,آمریکا
semantic-currency,یورو,اسپانیا,پزو,آرژانتین
semantic-currency,یورو,اسپانیا,یورو,آلمان
semantic-currency,یورو,اسپانیا,یورو,اتریش
semantic-currency,یورو,اسپانیا,بیرر,اتیوپی
semantic-currency,یورو,اسپانیا,دینار,اردن
semantic-currency,یورو,اسپانیا,درام,ارمنستان
semantic-currency,یورو,اسپانیا,پزو,اروگوئه
semantic-currency,یورو,اسپانیا,سوم,ازبکستان
semantic-currency,یورو,اسپانیا,دلار,استرالیا
semantic-currency,یورو,اسپانیا,یورو,اسلواکی
semantic-currency,یورو,اسپانیا,افغانی,افغانستان
semantic-currency,یورو,اسپانیا,دینار,الجزایر
semantic-currency,یورو,اسپانیا,درهم,امارات
semantic-currency,یورو,اسپانیا,روپیه,اندونزی
semantic-currency,یورو,اسپانیا,یورو,ایتالیا
semantic-currency,یورو,اسپانیا,دینار,بحرین
semantic-currency,یورو,اسپانیا,رئال,برزیل
semantic-currency,یورو,اسپانیا,پوند,بریتانیا
semantic-currency,یورو,اسپانیا,پوند,انگلستان
semantic-currency,یورو,اسپانیا,روبل,بلاروس
semantic-currency,یورو,اسپانیا,یورو,بلژیک
semantic-currency,یورو,اسپانیا,روپیه,پاکستان
semantic-currency,یورو,اسپانیا,یورو,پرتغال
semantic-currency,یورو,اسپانیا,سامانی,تاجیکستان
semantic-currency,یورو,اسپانیا,بات,تایلند
semantic-currency,یورو,اسپانیا,منات,ترکمنستان
semantic-currency,یورو,اسپانیا,لیره,ترکیه
semantic-currency,یورو,اسپانیا,دینار,تونس
semantic-currency,یورو,اسپانیا,منات,آذربایجان
semantic-currency,یورو,اسپانیا,یورو,ایرلند
semantic-currency,یورو,اسپانیا,یوان,چین
semantic-currency,یورو,اسپانیا,روبل,روسیه
semantic-currency,یورو,اسپانیا,کرون,دانمارک
semantic-currency,یورو,اسپانیا,لئو,رومانی
semantic-currency,یورو,اسپانیا,ین,ژاپن
semantic-currency,یورو,اسپانیا,دلار,سنگاپور
semantic-currency,یورو,اسپانیا,فرانک,سوئیس
semantic-currency,یورو,اسپانیا,کرون,سوئد
semantic-currency,یورو,اسپانیا,فرانک,سنگال
semantic-currency,یورو,اسپانیا,لیره,سوریه
semantic-currency,یورو,اسپانیا,شیلینگ,سومالی
semantic-currency,یورو,اسپانیا,پزو,شیلی
semantic-currency,یورو,اسپانیا,دینار,صربستان
semantic-currency,یورو,اسپانیا,دینار,عراق
semantic-currency,یورو,اسپانیا,ریال,عربستان
semantic-currency,یورو,اسپانیا,ریال,عمان
semantic-currency,یورو,اسپانیا,سدی,غنا
semantic-currency,یورو,اسپانیا,یورو,فرانسه
semantic-currency,یورو,اسپانیا,یورو,فنلاند
semantic-currency,یورو,اسپانیا,پزو,فیلیپین
semantic-currency,یورو,اسپانیا,یورو,قبرس
semantic-currency,یورو,اسپانیا,سوم,قرقیزستان
semantic-currency,یورو,اسپانیا,تنگه,قزاقستان
semantic-currency,یورو,اسپانیا,ریال,قطر
semantic-currency,یورو,اسپانیا,دلار,کانادا
semantic-currency,یورو,اسپانیا,وون,کره‌جنوبی
semantic-currency,یورو,اسپانیا,وون,کره‌شمالی
semantic-currency,یورو,اسپانیا,کونا,کرواسی
semantic-currency,یورو,اسپانیا,پزو,کلمبیا
semantic-currency,یورو,اسپانیا,شیلینگ,کنیا
semantic-currency,یورو,اسپانیا,پزو,کوبا
semantic-currency,یورو,اسپانیا,دینار,کویت
semantic-currency,یورو,اسپانیا,لاری,گرجستان
semantic-currency,یورو,اسپانیا,لیره,لبنان
semantic-currency,یورو,اسپانیا,زلوتی,لهستان
semantic-currency,یورو,اسپانیا,دینار,لیبی
semantic-currency,یورو,اسپانیا,رینگیت,مالزی
semantic-currency,یورو,اسپانیا,درهم,مراکش
semantic-currency,یورو,اسپانیا,پوند,مصر
semantic-currency,یورو,اسپانیا,پزو,مکزیک
semantic-currency,یورو,اسپانیا,روپیه,هند
semantic-currency,یورو,اسپانیا,دونگ,ویتنام
semantic-currency,یورو,اسپانیا,یورو,هلند
semantic-currency,یورو,اسپانیا,ریال,یمن
semantic-currency,یورو,اسپانیا,یورو,یونان
semantic-currency,دلار,استرالیا,ریال,ایران
semantic-currency,دلار,استرالیا,دلار,آمریکا
semantic-currency,دلار,استرالیا,پزو,آرژانتین
semantic-currency,دلار,استرالیا,یورو,آلمان
semantic-currency,دلار,استرالیا,یورو,اتریش
semantic-currency,دلار,استرالیا,بیرر,اتیوپی
semantic-currency,دلار,استرالیا,دینار,اردن
semantic-currency,دلار,استرالیا,درام,ارمنستان
semantic-currency,دلار,استرالیا,پزو,اروگوئه
semantic-currency,دلار,استرالیا,سوم,ازبکستان
semantic-currency,دلار,استرالیا,یورو,اسپانیا
semantic-currency,دلار,استرالیا,یورو,اسلواکی
semantic-currency,دلار,استرالیا,افغانی,افغانستان
semantic-currency,دلار,استرالیا,دینار,الجزایر
semantic-currency,دلار,استرالیا,درهم,امارات
semantic-currency,دلار,استرالیا,روپیه,اندونزی
semantic-currency,دلار,استرالیا,یورو,ایتالیا
semantic-currency,دلار,استرالیا,دینار,بحرین
semantic-currency,دلار,استرالیا,رئال,برزیل
semantic-currency,دلار,استرالیا,پوند,بریتانیا
semantic-currency,دلار,استرالیا,پوند,انگلستان
semantic-currency,دلار,استرالیا,روبل,بلاروس
semantic-currency,دلار,استرالیا,یورو,بلژیک
semantic-currency,دلار,استرالیا,روپیه,پاکستان
semantic-currency,دلار,استرالیا,یورو,پرتغال
semantic-currency,دلار,استرالیا,سامانی,تاجیکستان
semantic-currency,دلار,استرالیا,بات,تایلند
semantic-currency,دلار,استرالیا,منات,ترکمنستان
semantic-currency,دلار,استرالیا,لیره,ترکیه
semantic-currency,دلار,استرالیا,دینار,تونس
semantic-currency,دلار,استرالیا,منات,آذربایجان
semantic-currency,دلار,استرالیا,یورو,ایرلند
semantic-currency,دلار,استرالیا,یوان,چین
semantic-currency,دلار,استرالیا,روبل,روسیه
semantic-currency,دلار,استرالیا,کرون,دانمارک
semantic-currency,دلار,استرالیا,لئو,رومانی
semantic-currency,دلار,استرالیا,ین,ژاپن
semantic-currency,دلار,استرالیا,دلار,سنگاپور
semantic-currency,دلار,استرالیا,فرانک,سوئیس
semantic-currency,دلار,استرالیا,کرون,سوئد
semantic-currency,دلار,استرالیا,فرانک,سنگال
semantic-currency,دلار,استرالیا,لیره,سوریه
semantic-currency,دلار,استرالیا,شیلینگ,سومالی
semantic-currency,دلار,استرالیا,پزو,شیلی
semantic-currency,دلار,استرالیا,دینار,صربستان
semantic-currency,دلار,استرالیا,دینار,عراق
semantic-currency,دلار,استرالیا,ریال,عربستان
semantic-currency,دلار,استرالیا,ریال,عمان
semantic-currency,دلار,استرالیا,سدی,غنا
semantic-currency,دلار,استرالیا,یورو,فرانسه
semantic-currency,دلار,استرالیا,یورو,فنلاند
semantic-currency,دلار,استرالیا,پزو,فیلیپین
semantic-currency,دلار,استرالیا,یورو,قبرس
semantic-currency,دلار,استرالیا,سوم,قرقیزستان
semantic-currency,دلار,استرالیا,تنگه,قزاقستان
semantic-currency,دلار,استرالیا,ریال,قطر
semantic-currency,دلار,استرالیا,دلار,کانادا
semantic-currency,دلار,استرالیا,وون,کره‌جنوبی
semantic-currency,دلار,استرالیا,وون,کره‌شمالی
semantic-currency,دلار,استرالیا,کونا,کرواسی
semantic-currency,دلار,استرالیا,پزو,کلمبیا
semantic-currency,دلار,استرالیا,شیلینگ,کنیا
semantic-currency,دلار,استرالیا,پزو,کوبا
semantic-currency,دلار,استرالیا,دینار,کویت
semantic-currency,دلار,استرالیا,لاری,گرجستان
semantic-currency,دلار,استرالیا,لیره,لبنان
semantic-currency,دلار,استرالیا,زلوتی,لهستان
semantic-currency,دلار,استرالیا,دینار,لیبی
semantic-currency,دلار,استرالیا,رینگیت,مالزی
semantic-currency,دلار,استرالیا,درهم,مراکش
semantic-currency,دلار,استرالیا,پوند,مصر
semantic-currency,دلار,استرالیا,پزو,مکزیک
semantic-currency,دلار,استرالیا,روپیه,هند
semantic-currency,دلار,استرالیا,دونگ,ویتنام
semantic-currency,دلار,استرالیا,یورو,هلند
semantic-currency,دلار,استرالیا,ریال,یمن
semantic-currency,دلار,استرالیا,یورو,یونان
semantic-currency,یورو,اسلواکی,ریال,ایران
semantic-currency,یورو,اسلواکی,دلار,آمریکا
semantic-currency,یورو,اسلواکی,پزو,آرژانتین
semantic-currency,یورو,اسلواکی,یورو,آلمان
semantic-currency,یورو,اسلواکی,یورو,اتریش
semantic-currency,یورو,اسلواکی,بیرر,اتیوپی
semantic-currency,یورو,اسلواکی,دینار,اردن
semantic-currency,یورو,اسلواکی,درام,ارمنستان
semantic-currency,یورو,اسلواکی,پزو,اروگوئه
semantic-currency,یورو,اسلواکی,سوم,ازبکستان
semantic-currency,یورو,اسلواکی,یورو,اسپانیا
semantic-currency,یورو,اسلواکی,دلار,استرالیا
semantic-currency,یورو,اسلواکی,افغانی,افغانستان
semantic-currency,یورو,اسلواکی,دینار,الجزایر
semantic-currency,یورو,اسلواکی,درهم,امارات
semantic-currency,یورو,اسلواکی,روپیه,اندونزی
semantic-currency,یورو,اسلواکی,یورو,ایتالیا
semantic-currency,یورو,اسلواکی,دینار,بحرین
semantic-currency,یورو,اسلواکی,رئال,برزیل
semantic-currency,یورو,اسلواکی,پوند,بریتانیا
semantic-currency,یورو,اسلواکی,پوند,انگلستان
semantic-currency,یورو,اسلواکی,روبل,بلاروس
semantic-currency,یورو,اسلواکی,یورو,بلژیک
semantic-currency,یورو,اسلواکی,روپیه,پاکستان
semantic-currency,یورو,اسلواکی,یورو,پرتغال
semantic-currency,یورو,اسلواکی,سامانی,تاجیکستان
semantic-currency,یورو,اسلواکی,بات,تایلند
semantic-currency,یورو,اسلواکی,منات,ترکمنستان
semantic-currency,یورو,اسلواکی,لیره,ترکیه
semantic-currency,یورو,اسلواکی,دینار,تونس
semantic-currency,یورو,اسلواکی,منات,آذربایجان
semantic-currency,یورو,اسلواکی,یورو,ایرلند
semantic-currency,یورو,اسلواکی,یوان,چین
semantic-currency,یورو,اسلواکی,روبل,روسیه
semantic-currency,یورو,اسلواکی,کرون,دانمارک
semantic-currency,یورو,اسلواکی,لئو,رومانی
semantic-currency,یورو,اسلواکی,ین,ژاپن
semantic-currency,یورو,اسلواکی,دلار,سنگاپور
semantic-currency,یورو,اسلواکی,فرانک,سوئیس
semantic-currency,یورو,اسلواکی,کرون,سوئد
semantic-currency,یورو,اسلواکی,فرانک,سنگال
semantic-currency,یورو,اسلواکی,لیره,سوریه
semantic-currency,یورو,اسلواکی,شیلینگ,سومالی
semantic-currency,یورو,اسلواکی,پزو,شیلی
semantic-currency,یورو,اسلواکی,دینار,صربستان
semantic-currency,یورو,اسلواکی,دینار,عراق
semantic-currency,یورو,اسلواکی,ریال,عربستان
semantic-currency,یورو,اسلواکی,ریال,عمان
semantic-currency,یورو,اسلواکی,سدی,غنا
semantic-currency,یورو,اسلواکی,یورو,فرانسه
semantic-currency,یورو,اسلواکی,یورو,فنلاند
semantic-currency,یورو,اسلواکی,پزو,فیلیپین
semantic-currency,یورو,اسلواکی,یورو,قبرس
semantic-currency,یورو,اسلواکی,سوم,قرقیزستان
semantic-currency,یورو,اسلواکی,تنگه,قزاقستان
semantic-currency,یورو,اسلواکی,ریال,قطر
semantic-currency,یورو,اسلواکی,دلار,کانادا
semantic-currency,یورو,اسلواکی,وون,کره‌جنوبی
semantic-currency,یورو,اسلواکی,وون,کره‌شمالی
semantic-currency,یورو,اسلواکی,کونا,کرواسی
semantic-currency,یورو,اسلواکی,پزو,کلمبیا
semantic-currency,یورو,اسلواکی,شیلینگ,کنیا
semantic-currency,یورو,اسلواکی,پزو,کوبا
semantic-currency,یورو,اسلواکی,دینار,کویت
semantic-currency,یورو,اسلواکی,لاری,گرجستان
semantic-currency,یورو,اسلواکی,لیره,لبنان
semantic-currency,یورو,اسلواکی,زلوتی,لهستان
semantic-currency,یورو,اسلواکی,دینار,لیبی
semantic-currency,یورو,اسلواکی,رینگیت,مالزی
semantic-currency,یورو,اسلواکی,درهم,مراکش
semantic-currency,یورو,اسلواکی,پوند,مصر
semantic-currency,یورو,اسلواکی,پزو,مکزیک
semantic-currency,یورو,اسلواکی,روپیه,هند
semantic-currency,یورو,اسلواکی,دونگ,ویتنام
semantic-currency,یورو,اسلواکی,یورو,هلند
semantic-currency,یورو,اسلواکی,ریال,یمن
semantic-currency,یورو,اسلواکی,یورو,یونان
semantic-currency,افغانی,افغانستان,ریال,ایران
semantic-currency,افغانی,افغانستان,دلار,آمریکا
semantic-currency,افغانی,افغانستان,پزو,آرژانتین
semantic-currency,افغانی,افغانستان,یورو,آلمان
semantic-currency,افغانی,افغانستان,یورو,اتریش
semantic-currency,افغانی,افغانستان,بیرر,اتیوپی
semantic-currency,افغانی,افغانستان,دینار,اردن
semantic-currency,افغانی,افغانستان,درام,ارمنستان
semantic-currency,افغانی,افغانستان,پزو,اروگوئه
semantic-currency,افغانی,افغانستان,سوم,ازبکستان
semantic-currency,افغانی,افغانستان,یورو,اسپانیا
semantic-currency,افغانی,افغانستان,دلار,استرالیا
semantic-currency,افغانی,افغانستان,یورو,اسلواکی
semantic-currency,افغانی,افغانستان,دینار,الجزایر
semantic-currency,افغانی,افغانستان,درهم,امارات
semantic-currency,افغانی,افغانستان,روپیه,اندونزی
semantic-currency,افغانی,افغانستان,یورو,ایتالیا
semantic-currency,افغانی,افغانستان,دینار,بحرین
semantic-currency,افغانی,افغانستان,رئال,برزیل
semantic-currency,افغانی,افغانستان,پوند,بریتانیا
semantic-currency,افغانی,افغانستان,پوند,انگلستان
semantic-currency,افغانی,افغانستان,روبل,بلاروس
semantic-currency,افغانی,افغانستان,یورو,بلژیک
semantic-currency,افغانی,افغانستان,روپیه,پاکستان
semantic-currency,افغانی,افغانستان,یورو,پرتغال
semantic-currency,افغانی,افغانستان,سامانی,تاجیکستان
semantic-currency,افغانی,افغانستان,بات,تایلند
semantic-currency,افغانی,افغانستان,منات,ترکمنستان
semantic-currency,افغانی,افغانستان,لیره,ترکیه
semantic-currency,افغانی,افغانستان,دینار,تونس
semantic-currency,افغانی,افغانستان,منات,آذربایجان
semantic-currency,افغانی,افغانستان,یورو,ایرلند
semantic-currency,افغانی,افغانستان,یوان,چین
semantic-currency,افغانی,افغانستان,روبل,روسیه
semantic-currency,افغانی,افغانستان,کرون,دانمارک
semantic-currency,افغانی,افغانستان,لئو,رومانی
semantic-currency,افغانی,افغانستان,ین,ژاپن
semantic-currency,افغانی,افغانستان,دلار,سنگاپور
semantic-currency,افغانی,افغانستان,فرانک,سوئیس
semantic-currency,افغانی,افغانستان,کرون,سوئد
semantic-currency,افغانی,افغانستان,فرانک,سنگال
semantic-currency,افغانی,افغانستان,لیره,سوریه
semantic-currency,افغانی,افغانستان,شیلینگ,سومالی
semantic-currency,افغانی,افغانستان,پزو,شیلی
semantic-currency,افغانی,افغانستان,دینار,صربستان
semantic-currency,افغانی,افغانستان,دینار,عراق
semantic-currency,افغانی,افغانستان,ریال,عربستان
semantic-currency,افغانی,افغانستان,ریال,عمان
semantic-currency,افغانی,افغانستان,سدی,غنا
semantic-currency,افغانی,افغانستان,یورو,فرانسه
semantic-currency,افغانی,افغانستان,یورو,فنلاند
semantic-currency,افغانی,افغانستان,پزو,فیلیپین
semantic-currency,افغانی,افغانستان,یورو,قبرس
semantic-currency,افغانی,افغانستان,سوم,قرقیزستان
semantic-currency,افغانی,افغانستان,تنگه,قزاقستان
semantic-currency,افغانی,افغانستان,ریال,قطر
semantic-currency,افغانی,افغانستان,دلار,کانادا
semantic-currency,افغانی,افغانستان,وون,کره‌جنوبی
semantic-currency,افغانی,افغانستان,وون,کره‌شمالی
semantic-currency,افغانی,افغانستان,کونا,کرواسی
semantic-currency,افغانی,افغانستان,پزو,کلمبیا
semantic-currency,افغانی,افغانستان,شیلینگ,کنیا
semantic-currency,افغانی,افغانستان,پزو,کوبا
semantic-currency,افغانی,افغانستان,دینار,کویت
semantic-currency,افغانی,افغانستان,لاری,گرجستان
semantic-currency,افغانی,افغانستان,لیره,لبنان
semantic-currency,افغانی,افغانستان,زلوتی,لهستان
semantic-currency,افغانی,افغانستان,دینار,لیبی
semantic-currency,افغانی,افغانستان,رینگیت,مالزی
semantic-currency,افغانی,افغانستان,درهم,مراکش
semantic-currency,افغانی,افغانستان,پوند,مصر
semantic-currency,افغانی,افغانستان,پزو,مکزیک
semantic-currency,افغانی,افغانستان,روپیه,هند
semantic-currency,افغانی,افغانستان,دونگ,ویتنام
semantic-currency,افغانی,افغانستان,یورو,هلند
semantic-currency,افغانی,افغانستان,ریال,یمن
semantic-currency,افغانی,افغانستان,یورو,یونان
semantic-currency,دینار,الجزایر,ریال,ایران
semantic-currency,دینار,الجزایر,دلار,آمریکا
semantic-currency,دینار,الجزایر,پزو,آرژانتین
semantic-currency,دینار,الجزایر,یورو,آلمان
semantic-currency,دینار,الجزایر,یورو,اتریش
semantic-currency,دینار,الجزایر,بیرر,اتیوپی
semantic-currency,دینار,الجزایر,دینار,اردن
semantic-currency,دینار,الجزایر,درام,ارمنستان
semantic-currency,دینار,الجزایر,پزو,اروگوئه
semantic-currency,دینار,الجزایر,سوم,ازبکستان
semantic-currency,دینار,الجزایر,یورو,اسپانیا
semantic-currency,دینار,الجزایر,دلار,استرالیا
semantic-currency,دینار,الجزایر,یورو,اسلواکی
semantic-currency,دینار,الجزایر,افغانی,افغانستان
semantic-currency,دینار,الجزایر,درهم,امارات
semantic-currency,دینار,الجزایر,روپیه,اندونزی
semantic-currency,دینار,الجزایر,یورو,ایتالیا
semantic-currency,دینار,الجزایر,دینار,بحرین
semantic-currency,دینار,الجزایر,رئال,برزیل
semantic-currency,دینار,الجزایر,پوند,بریتانیا
semantic-currency,دینار,الجزایر,پوند,انگلستان
semantic-currency,دینار,الجزایر,روبل,بلاروس
semantic-currency,دینار,الجزایر,یورو,بلژیک
semantic-currency,دینار,الجزایر,روپیه,پاکستان
semantic-currency,دینار,الجزایر,یورو,پرتغال
semantic-currency,دینار,الجزایر,سامانی,تاجیکستان
semantic-currency,دینار,الجزایر,بات,تایلند
semantic-currency,دینار,الجزایر,منات,ترکمنستان
semantic-currency,دینار,الجزایر,لیره,ترکیه
semantic-currency,دینار,الجزایر,دینار,تونس
semantic-currency,دینار,الجزایر,منات,آذربایجان
semantic-currency,دینار,الجزایر,یورو,ایرلند
semantic-currency,دینار,الجزایر,یوان,چین
semantic-currency,دینار,الجزایر,روبل,روسیه
semantic-currency,دینار,الجزایر,کرون,دانمارک
semantic-currency,دینار,الجزایر,لئو,رومانی
semantic-currency,دینار,الجزایر,ین,ژاپن
semantic-currency,دینار,الجزایر,دلار,سنگاپور
semantic-currency,دینار,الجزایر,فرانک,سوئیس
semantic-currency,دینار,الجزایر,کرون,سوئد
semantic-currency,دینار,الجزایر,فرانک,سنگال
semantic-currency,دینار,الجزایر,لیره,سوریه
semantic-currency,دینار,الجزایر,شیلینگ,سومالی
semantic-currency,دینار,الجزایر,پزو,شیلی
semantic-currency,دینار,الجزایر,دینار,صربستان
semantic-currency,دینار,الجزایر,دینار,عراق
semantic-currency,دینار,الجزایر,ریال,عربستان
semantic-currency,دینار,الجزایر,ریال,عمان
semantic-currency,دینار,الجزایر,سدی,غنا
semantic-currency,دینار,الجزایر,یورو,فرانسه
semantic-currency,دینار,الجزایر,یورو,فنلاند
semantic-currency,دینار,الجزایر,پزو,فیلیپین
semantic-currency,دینار,الجزایر,یورو,قبرس
semantic-currency,دینار,الجزایر,سوم,قرقیزستان
semantic-currency,دینار,الجزایر,تنگه,قزاقستان
semantic-currency,دینار,الجزایر,ریال,قطر
semantic-currency,دینار,الجزایر,دلار,کانادا
semantic-currency,دینار,الجزایر,وون,کره‌جنوبی
semantic-currency,دینار,الجزایر,وون,کره‌شمالی
semantic-currency,دینار,الجزایر,کونا,کرواسی
semantic-currency,دینار,الجزایر,پزو,کلمبیا
semantic-currency,دینار,الجزایر,شیلینگ,کنیا
semantic-currency,دینار,الجزایر,پزو,کوبا
semantic-currency,دینار,الجزایر,دینار,کویت
semantic-currency,دینار,الجزایر,لاری,گرجستان
semantic-currency,دینار,الجزایر,لیره,لبنان
semantic-currency,دینار,الجزایر,زلوتی,لهستان
semantic-currency,دینار,الجزایر,دینار,لیبی
semantic-currency,دینار,الجزایر,رینگیت,مالزی
semantic-currency,دینار,الجزایر,درهم,مراکش
semantic-currency,دینار,الجزایر,پوند,مصر
semantic-currency,دینار,الجزایر,پزو,مکزیک
semantic-currency,دینار,الجزایر,روپیه,هند
semantic-currency,دینار,الجزایر,دونگ,ویتنام
semantic-currency,دینار,الجزایر,یورو,هلند
semantic-currency,دینار,الجزایر,ریال,یمن
semantic-currency,دینار,الجزایر,یورو,یونان
semantic-currency,درهم,امارات,ریال,ایران
semantic-currency,درهم,امارات,دلار,آمریکا
semantic-currency,درهم,امارات,پزو,آرژانتین
semantic-currency,درهم,امارات,یورو,آلمان
semantic-currency,درهم,امارات,یورو,اتریش
semantic-currency,درهم,امارات,بیرر,اتیوپی
semantic-currency,درهم,امارات,دینار,اردن
semantic-currency,درهم,امارات,درام,ارمنستان
semantic-currency,درهم,امارات,پزو,اروگوئه
semantic-currency,درهم,امارات,سوم,ازبکستان
semantic-currency,درهم,امارات,یورو,اسپانیا
semantic-currency,درهم,امارات,دلار,استرالیا
semantic-currency,درهم,امارات,یورو,اسلواکی
semantic-currency,درهم,امارات,افغانی,افغانستان
semantic-currency,درهم,امارات,دینار,الجزایر
semantic-currency,درهم,امارات,روپیه,اندونزی
semantic-currency,درهم,امارات,یورو,ایتالیا
semantic-currency,درهم,امارات,دینار,بحرین
semantic-currency,درهم,امارات,رئال,برزیل
semantic-currency,درهم,امارات,پوند,بریتانیا
semantic-currency,درهم,امارات,پوند,انگلستان
semantic-currency,درهم,امارات,روبل,بلاروس
semantic-currency,درهم,امارات,یورو,بلژیک
semantic-currency,درهم,امارات,روپیه,پاکستان
semantic-currency,درهم,امارات,یورو,پرتغال
semantic-currency,درهم,امارات,سامانی,تاجیکستان
semantic-currency,درهم,امارات,بات,تایلند
semantic-currency,درهم,امارات,منات,ترکمنستان
semantic-currency,درهم,امارات,لیره,ترکیه
semantic-currency,درهم,امارات,دینار,تونس
semantic-currency,درهم,امارات,منات,آذربایجان
semantic-currency,درهم,امارات,یورو,ایرلند
semantic-currency,درهم,امارات,یوان,چین
semantic-currency,درهم,امارات,روبل,روسیه
semantic-currency,درهم,امارات,کرون,دانمارک
semantic-currency,درهم,امارات,لئو,رومانی
semantic-currency,درهم,امارات,ین,ژاپن
semantic-currency,درهم,امارات,دلار,سنگاپور
semantic-currency,درهم,امارات,فرانک,سوئیس
semantic-currency,درهم,امارات,کرون,سوئد
semantic-currency,درهم,امارات,فرانک,سنگال
semantic-currency,درهم,امارات,لیره,سوریه
semantic-currency,درهم,امارات,شیلینگ,سومالی
semantic-currency,درهم,امارات,پزو,شیلی
semantic-currency,درهم,امارات,دینار,صربستان
semantic-currency,درهم,امارات,دینار,عراق
semantic-currency,درهم,امارات,ریال,عربستان
semantic-currency,درهم,امارات,ریال,عمان
semantic-currency,درهم,امارات,سدی,غنا
semantic-currency,درهم,امارات,یورو,فرانسه
semantic-currency,درهم,امارات,یورو,فنلاند
semantic-currency,درهم,امارات,پزو,فیلیپین
semantic-currency,درهم,امارات,یورو,قبرس
semantic-currency,درهم,امارات,سوم,قرقیزستان
semantic-currency,درهم,امارات,تنگه,قزاقستان
semantic-currency,درهم,امارات,ریال,قطر
semantic-currency,درهم,امارات,دلار,کانادا
semantic-currency,درهم,امارات,وون,کره‌جنوبی
semantic-currency,درهم,امارات,وون,کره‌شمالی
semantic-currency,درهم,امارات,کونا,کرواسی
semantic-currency,درهم,امارات,پزو,کلمبیا
semantic-currency,درهم,امارات,شیلینگ,کنیا
semantic-currency,درهم,امارات,پزو,کوبا
semantic-currency,درهم,امارات,دینار,کویت
semantic-currency,درهم,امارات,لاری,گرجستان
semantic-currency,درهم,امارات,لیره,لبنان
semantic-currency,درهم,امارات,زلوتی,لهستان
semantic-currency,درهم,امارات,دینار,لیبی
semantic-currency,درهم,امارات,رینگیت,مالزی
semantic-currency,درهم,امارات,درهم,مراکش
semantic-currency,درهم,امارات,پوند,مصر
semantic-currency,درهم,امارات,پزو,مکزیک
semantic-currency,درهم,امارات,روپیه,هند
semantic-currency,درهم,امارات,دونگ,ویتنام
semantic-currency,درهم,امارات,یورو,هلند
semantic-currency,درهم,امارات,ریال,یمن
semantic-currency,درهم,امارات,یورو,یونان
semantic-currency,روپیه,اندونزی,ریال,ایران
semantic-currency,روپیه,اندونزی,دلار,آمریکا
